script_path	language	pipeline_stage	purpose	entrypoint_or_reproduction_command	cli_options	declared_input_output_paths	line_count	sha256	documentation_status	catalogued_at_utc
scripts/build_script_documentation.py	Python	documentation	Generate a complete repository script/module catalogue with commands, inputs and outputs.	python -u scripts/build_script_documentation.py --help	--output-md;--output-tsv;--processed-output	data/processed/documentation/;docs/SCRIPT_CATALOG.md;docs/script_manifest.tsv	232	4aabf6c960cdff70e0bd4a46d66a52ac03296973642700aa5f99e777765e9345	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/build_sequence_tree.py	Python	supporting_module	No module-level description was recorded.	python -u scripts/build_sequence_tree.py --help	--catalog;--output-prefix;--threads	data/curated/human_nise_bonafide_2017.tsv;results/human_nise_all	34	52b7f7bb470c6afbf2a782a74d29759c8fdafdd4eea205f2e393fe8c797bf07c	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/build_wgcna_regulatory_layer.py	Python	expression_and_regulation	Build cancer-specific WGCNA, TF-expression and promoter-motif evidence. WGCNA and pairwise coexpression are kept inside one expression-network domain to avoid double counting the same expression matrix. DoRothEA TF-target associations, TF-target expression consistency and JASPAR promoter motif predictions are combined inside one regulatory domain. Motif predictions are never called direct binding.	python -u scripts/build_wgcna_regulatory_layer.py --help	--candidates;--copy-number;--dorothea;--expression;--functional-evidence;--gene-effect;--max-genes;--models;--output;--promoter-motifs;--rscript;--wgcna-script;--work-dir	data/processed/expanded_candidate_universe.tsv;data/processed/expanded_pair_functional_evidence.tsv;data/processed/regulatory/jaspar_promoter_tf_summary.tsv;data/processed/regulatory/wgcna;data/raw/human_functional_evidence/omnipath_dorothea.tsv	525	ca5f12348fc66340528eeb7437fa771518ea2309daec2c23854b94c7e5970d09	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/build_wgcna_regulatory_methods.py	Python	expression_and_regulation	Write supplementary methods for WGCNA and promoter-aware regulation.	python -u scripts/build_wgcna_regulatory_methods.py --help	--article-root		97	e5edd122b1b6074c9c4e44915a3af5257f99303dd606f18240b0934a80e1ba34	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/catalog_figure_source_data.py	Python	figures	Catalog and validate the exact machine-readable table used by every figure.	python -u scripts/catalog_figure_source_data.py --help	--article-root	config/genomic_circos_asset.yaml;data/processed/circos/;data/processed/circos/genomic_circos_pair_links.tsv	251	df5528eb3ed5772f447fab95e2bfa3d46207a0a0f16212336611473d4e8a43c1	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/collect_nise_structural_annotations.py	Python	supporting_module	Collect known functional residues for human NISE AlphaFold models. Evidence hierarchy: 1. exact UniProtKB reviewed residue features; 2. M-CSA residues with explicit UniProt numbering; 3. curated M-CSA PDB residues mapped exactly to the queried UniProt accession through residue-level SIFTS XML; 4. PDBe/Arpeggio ligand-binding residues only when the API explicitly returns UniProt residue numbering; 5. optional user-curated exact UniProt residue tables. The script never transfers PDB residue numbers or homology-derived catalytic residues onto AlphaFold models without an explicit mapping. AlphaFold models do not contain ligands; known ligand/drug-contact residues are highlighted as mapped annotations, not as predicted binding poses.	python -u scripts/collect_nise_structural_annotations.py --help	--cache-dir;--coverage-output;--curated-residues;--max-pdb-per-protein;--output;--proteins;--refresh;--skip-pdbe;--sleep	data/curated/human_nise_bonafide_2017.tsv;data/processed/structures/nise_structural_annotation_coverage.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/raw/structures/annotation_cache	372	f41d4b9e1176dcc4668383a2eef8ad50986a58e4aac612bd5941c895658a7280	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/complete_genomic_circos_expression_summary.py	Python	genomic_circos	Complete Circos expression tables with explicit unavailable rows. Observed model-level expression values are preserved unchanged. Every Circos gene and cancer context is represented in the summary, and a single sentinel row is added to the model-level table only when no expression value exists. Sentinel rows carry NA expression and an explicit status; they are not measurements and are never converted to numeric zero.	python -u scripts/complete_genomic_circos_expression_summary.py --help	--coordinates;--model-values;--summary	data/processed/circos/	179	122aeb73965e953a222372de539319e79580924f10edb7ac1f5d5d54142f710d	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/complete_genomic_circos_links.py	Python	genomic_circos	Guarantee one genomic Circos chord for every simple NISE/paralog pair. The primary Circos builder derives link score summaries from the final ranking. This completion stage preserves pairs that are present in the candidate universe but have no score row, recording their score as missing instead of silently omitting the biological relationship.	python -u scripts/complete_genomic_circos_links.py --help	--candidates;--coordinates;--links;--ranking	data/processed/circos/;data/processed/circos/genomic_circos_pair_links.tsv;data/processed/expanded_candidate_universe.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv	199	81b3e15c3eed36557a9651049a5cd93abd1e1cc63eda66eacdf8b0f2072e5cd5	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/create_manual_visual_inspection_checklist.py	Python	supporting_module	Create the mandatory manual 100%-zoom inspection checklist. Automated layout checks cannot certify scientific correspondence or final-document legibility. This script creates one pending review row for every registered figure and records the exact rendered files and source-data table that must be inspected. It never marks a figure as manually approved.	python -u scripts/create_manual_visual_inspection_checklist.py --help	--article-root	manuscript/supplement	91	f09941cd29aca45f7ddf70a090509cf2ea2ad964130e104482eba39117e3e7b2	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/discover_conditional_dependencies.py	Python	supporting_module	Discover cancer-specific conditional dependencies across all DepMap CRISPR targets. For each analyzable loss gene, every measured CRISPR target is tested between copy-number-loss and intact models. One-sided Mann-Whitney tests are vectorized across targets, and Benjamini-Hochberg correction is applied across the complete target family for each loss-gene/cancer analysis before effect-size filtering. This discovery layer can identify downstream, pathway-backup and other hidden conditional dependencies not present in the curated benchmark. It does not assign a mechanistic class without independent relation evidence.	python -u scripts/discover_conditional_dependencies.py --help	--candidate-output;--candidates;--copy-number;--fdr;--gene-effect;--loss-threshold;--loss-universe;--max-loss-genes;--maximum-median-loss-effect;--min-group-size;--minimum-delta;--models;--output	data/processed/expanded_candidate_universe.tsv;data/raw/discovery/depmap_discovered_candidate_pairs.tsv;results/expanded_26Q1/discovery/all_target_dependency_screen.tsv	310	ac357e0ca31917dccd00144ef239a621cd1bbbf239cd4a1219f9b5aa7674508e	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_alphafold_nise_structures.py	Python	data_acquisition	Download AlphaFold DB structures for all curated human NISE proteins. The downloader uses the AlphaFold DB prediction API, preserves model/fragments, writes through temporary files, validates non-empty downloads, calculates SHA-256 checksums and records all metadata required for reproducibility.	python -u scripts/download_alphafold_nise_structures.py --help	--manifest;--output-dir;--proteins;--refresh;--sleep	data/curated/human_nise_bonafide_2017.tsv;data/processed/structures/alphafold_structure_manifest.tsv;data/raw/structures/alphafold	198	2b136bafb967fefd4e21edcfad9ecefeba0fc56749e230b911d834566a845a1c	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_depmap.py	Python	data_acquisition	Validate locally downloaded DepMap release files. The validator accepts current and legacy filenames and normalizes historical row-identifier encodings (ModelID, DepMap_ID, or an unnamed ACH-* index). It does not rewrite the large source matrices.	python -u scripts/download_depmap.py --help	--allow-missing-expression;--input-dir;--write-checksums	data/raw/depmap	121	fa4507552777d31f1e0fb7b3236896cc50c5678a3f619ae255bf9a0f3ac3840a	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_dorothea_official_static.py	Python	data_acquisition	Download DoRothEA from OmniPath's official static-table backup. The primary OmniPath REST endpoint occasionally returns HTTP 5xx responses. The OmnipathR project publishes an official no-TLS static backup specifically for server or client connectivity failures. This script downloads the human DoRothEA interaction table, validates the schema, filters confidence levels, and writes a reusable local TSV for the expanded RSES-Onco pipeline.	python -u scripts/download_dorothea_official_static.py --help	--levels;--output;--refresh;--retries;--status-output;--timeout;--url	data/raw/human_functional_evidence/	278	6777d3105884510f0f595206aeedf6373415b18c52c612a7f97ca52d4a3b021b	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_ensembl_paralogs.py	Python	data_acquisition	Expand the analyzed human gene universe with Ensembl Compara paralogs. This is an explicit source-bounded definition of the homologous-paralog class: all human paralogs returned by the selected Ensembl release for the supplied seed genes. It does not claim that all human functional backups are paralogs. The downloader is deliberately resumable and tolerant of transient Ensembl REST failures. Homology responses are cached per seed gene, target identifiers are resolved in batches through POST /lookup/id, and unresolved identifiers are reported instead of aborting the complete workflow on one temporary HTTP 5xx.	python -u scripts/download_ensembl_paralogs.py --help	--batch-size;--cache;--candidates;--homology-cache-dir;--metadata-output;--output;--refresh;--retries;--sleep;--strict-completeness;--unresolved-output	data/processed/expanded_candidate_universe.tsv;data/raw/ensembl/ensembl_acquisition_metadata.json;data/raw/ensembl/ensembl_symbol_cache.json;data/raw/ensembl/ensembl_unresolved_identifiers.tsv;data/raw/ensembl/homology_cache;data/raw/ensembl/human_seed_paralogs.tsv	540	674dc295cf039acc76f7d8c6d1dae8d1dc8476bb7ee138501026801e577c717a	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_ensembl_promoters.py	Python	data_acquisition	Download canonical human promoter coordinates and sequences from Ensembl REST. Promoter sequence is defined relative to the canonical transcript TSS as 2,000 bp upstream and 500 bp downstream on the transcript strand. Coordinates and sequences are cached and source failures remain explicit; they are never converted into negative regulatory evidence.	python -u scripts/download_ensembl_promoters.py --help	--cache-dir;--candidates;--downstream;--fasta;--output;--status-output;--upstream	data/processed/expanded_candidate_universe.tsv;data/raw/regulatory/ensembl_promoter_cache;data/raw/regulatory/ensembl_promoters.fa;data/raw/regulatory/ensembl_promoters.tsv;data/raw/regulatory/ensembl_promoters_status.json	336	2429f87522538a547daf1f18a1a42238aa7ef93a11d572e66e7fcde8f8945ef0	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_gdc.py	Python	data_acquisition	Query, download and validate open GDC ASCAT3 primary-tumor gene-level CN files.	python -u scripts/download_gdc.py --help	--manifest;--manifest-only;--output-dir;--projects;--retries;--use-existing-manifest;--validate-only;--workflow	data/raw/gdc	181	2b2724ebb600c73823d5916b0cf3f5cd77a66c137f395acb834dad5a2add2c52	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_hpa_subcellular_current.py	Python	data_acquisition	Download and validate the current Human Protein Atlas subcellular table. The Human Protein Atlas moved the archive from ``/download/subcellular_location.tsv.zip`` to ``/download/tsv/subcellular_location.tsv.zip``. This utility writes the uncompressed TSV to the cache path consumed by the resilient functional-evidence pipeline, allowing a failed run to resume without repeating STRING acquisition.	python -u scripts/download_hpa_subcellular_current.py --help	--output;--refresh;--retries;--status-output;--timeout	data/raw/human_functional_evidence/hpa_subcellular_location.tsv;data/raw/human_functional_evidence/hpa_subcellular_status.json	209	97b3efe31f599345d3350b88debf04c36692d46ffd5efe50205a691e437ea803	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_human_functional_evidence.py	Python	data_acquisition	Acquire human functional-microniche evidence for the expanded universe. Sources: - STRING functional interaction partners (taxon 9606); - OmniPath/DoRothEA transcription-factor target interactions; - Human Protein Atlas subcellular localization; - UniProtKB reviewed annotations for biochemical/structural traceability. Raw responses are cached and pair-level divergence metrics are written separately. Missing resources remain missing and never become score zero.	python -u scripts/download_human_functional_evidence.py --help	--caller-identity;--candidates;--output;--raw-dir;--refresh-string;--skip-download;--strict-string-requests;--string-limit;--string-map-chunk-size;--string-required-score;--string-retries;--string-sleep	data/processed/expanded_candidate_universe.tsv;data/processed/expanded_pair_functional_evidence.tsv;data/raw/human_functional_evidence	840	3ff28f2397877f706b5284a5522f8ab713bbaed5b617f9d6e0ad98b1022bc609	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_human_functional_evidence_resilient.py	Python	data_acquisition	Acquire functional-microniche evidence with resilient DoRothEA fallback. This recovery-oriented entry point reuses a complete STRING per-gene acquisition, tries multiple official OmniPath service addresses for DoRothEA, accepts an optional local DoRothEA TSV, and preserves a persistent OmniPath outage as explicit missing regulatory coverage unless strict mode is requested.	python -u scripts/download_human_functional_evidence_resilient.py --help	--caller-identity;--candidates;--dorothea-file;--dorothea-retries;--output;--raw-dir;--refresh-dorothea;--refresh-hpa;--refresh-string;--refresh-uniprot;--strict-dorothea;--string-limit;--string-map-chunk-size;--string-required-score;--string-retries;--string-sleep	data/processed/expanded_candidate_universe.tsv;data/processed/expanded_pair_functional_evidence.tsv;data/raw/human_functional_evidence	451	4dd8b0e515d1e785acb146895efa60e06d3ccdca60c4ddca8244f775cb6ed6ec	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_human_nise.py	Python	data_acquisition	Download the current Swiss-Prot NISE dataset and extract Homo sapiens rows. The 2026 dataset uses UniProtKB release 2025_01. Column names are detected case-insensitively because future versions may adjust the exact header labels.	python -u scripts/download_human_nise.py --help	--output;--raw	data/processed/human_nise_2026.tsv;data/raw/SwissProt_NISE.tsv.gz	48	5d7f5cbcde7cb964dc4449e61a2f88a33296b319dfa1d95c16d30c7b36529805	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/download_jaspar_core_vertebrates.py	Python	data_acquisition	Download the official JASPAR 2026 CORE vertebrate non-redundant MEME file.	python -u scripts/download_jaspar_core_vertebrates.py --help	--output;--refresh;--status-output;--url	data/2026/CORE/;data/raw/regulatory/JASPAR2026_CORE_vertebrates_non-redundant.meme;data/raw/regulatory/jaspar2026_core_status.json	86	d1d3f59b8e7ae7fafb316eb9439e8acfa45e142eead73c8e4a02d342388f2bea	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/enrich_genomic_circos_internal_layers.py	Python	genomic_circos	Add score-internal WGCNA, methylation and validation layers to Circos rings. The base Circos table contains every top-level RSES-Onco and functional-microniche component. This stage adds the internal values that are combined to create WGCNA, promoter methylation and validation/tractability components so the visualization and Supplementary Table S47 expose every calculational layer available to the final score.	python -u scripts/enrich_genomic_circos_internal_layers.py --help	--candidates;--coordinates;--ranking;--rings;--tracks;--wgcna	data/processed/circos/;data/processed/expanded_candidate_universe.tsv;data/processed/regulatory/wgcna/;results/expanded_26Q1/full/expanded_rses_onco.tsv	289	9277c96e7fa77a4208a2f8b55448b107f6615c03a99e1df299ead1ce81c9d38f	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/export_article_tables.py	Python	tables_and_reproducibility	Export the complete main and supplementary table package for the article.	python -u scripts/export_article_tables.py --help	--candidates;--config;--dependency;--discovery;--drug-sensitivity;--expression;--expression-context;--fdr;--functional-evidence;--members;--output-root;--pharmacology-evidence;--pharmacology-ranking;--pharmacology-source-coverage;--pharmacology-source-status;--phenotype;--ranking;--structural-annotations;--structure-manifest;--structure-render-manifest;--tcga-events;--top-n	config/article_assets.yaml;data/processed/expanded_candidate_universe.tsv;data/processed/expanded_class_member_inventory.tsv;data/processed/expanded_pair_functional_evidence.tsv;data/processed/pharmacology/drug_response_selectivity.tsv;data/processed/pharmacology/pharmacology_evidence_long.tsv;data/processed/pharmacology/pharmacology_source_status.tsv;data/processed/regulatory/jaspar_promoter_tf_summary.tsv;data/processed/regulatory/wgcna/wgcna_correlation_fallback_all_cancers.tsv;data/processed/regulatory/wgcna/wgcna_pair_metrics_all_cancers.tsv;data/processed/regulatory/wgcna/wgcna_run_diagnostics_all_cancers.tsv;data/processed/structures/alphafold_structure_manifest.tsv;data/processed/structures/nise_structural_residue_annotations.tsv;data/processed/structures/nise_structure_render_manifest.tsv;data/tables;results/expanded_26Q1/discovery/all_target_dependency_screen.tsv;results/expanded_26Q1/full/expanded_crispr_phenotype_profiles.tsv;results/expanded_26Q1/full/expanded_dependency_contrasts.tsv;results/expanded_26Q1/full/expanded_expression_compensation.tsv;results/expanded_26Q1/full/expanded_expression_context_profiles.tsv;results/expanded_26Q1/full/expanded_rses_onco.tsv;results/expanded_26Q1/full/tcga_gene_event_summary.tsv;results/expanded_26Q1/pharmacology/pharmacology_ranked_hypotheses.tsv;results/expanded_26Q1/pharmacology/pharmacology_source_coverage.tsv;supplementary/Table_S43_evidence_category_definitions.tsv;supplementary/Table_S44_asset_reproduction_registry.tsv	206	6a089a1d69ecc07966c6c7d60b711ebe2ff2c413218a83a9ac768da294304f6a	documented_from_source	2026-07-24T00:44:27.228700+00:00
scripts/export_raw_functional_network_evidence.py	Python	supporting_module	Export raw functional-network, localization and annotation evidence. The exporter filters already acquired STRING, DoRothEA/OmniPath, Human Protein Atlas and UniProtKB tables to genes present in the candidate universe. It preserves source channels and never describes STRING combined scores as direct experiments or DoRothEA associations as promoter binding without a separate direct source.	python -u scripts/export_raw_functional_network_evidence.py --help	--output-root;--ranking;--raw-dir	data/raw/human_functional_evidence;results/expanded_26Q1/full/expanded_rses_onco.tsv	305	ef1d688337d1a3849d735e04392bd3412c1ebc1593bf905a25ae6014b1a199df	documented_from_source	2026-07-24T00:44:27.228700+00:00
